,text,senti,Sentiment_Score
185, Means no one elgible for tht post Should understand it,negative,-1
186, That Pappu image is a deliberately crafted one to create his ‘harmless’ image It’s…,positive,1
187, When talks my brain hurts ,negative,-1
188, What The Eff Is He On  ,neutral,0
189, not only pmcares fund we will again vote for modi in ,neutral,0
190, As a politician I require institutional support I simply cannot operate without it It’s a fantasy if someone thinks a democ…,positive,1
191, Thanks for following me,positive,1
192, RGs new video on Instagram Why does the Modi govt stop us from having these conversations with Indian universities Is…,negative,-1
193, Just creating bogus theory doesnt change any fact If Hinduism is extinction then talk In a  billion country  billions are hindus,positive,1
194, Antakshari queen irani is back  Why dont she ask votes on the devlopment like CAA illegal detention centers amp farm la…,negative,-1
195, Are we destroying India ,negative,-1
196,No action vil b taken against these kind people No NIA or any other UAPA vil stop them doing this This is why we should careful while voting vote  democracy nt  hatreds’ ,negative,-1
197, Best wishes Young brigade Assam needs change and your leadership will bring that change Better life Better living Better Assam Love from Sikkim  ,positive,1
198, Anything to say about rising abuse cases in Rajasthan ,negative,-1
199, Who are you to direct Gandhis to go out of Gandhis are supported by entire true congress supporters acros…,positive,1
200, Never saw such an honest politician I dont ridicule He says Dekh liya  saal Congress ne kuchh nahin…,positive,1
201, Thank youI wondered why you were not responding to me or my tweets You made me happy todayGnite,positive,1
202, Puri District organized Chhatra Akros Rally from DCC to Puri SP Office against the governance of…,neutral,0
203, If your action inspire other to dream more learn more do more n become more you are a leader ,positive,1
204,A reminder of what the fight is for RahulGandhi on Tolerance via ,negative,-1
205, Sir I hope you remember people of Amethi gave a perfect  for his contribution towards his constituency Infact Rahuls political life can be attributed only to these Media Chamchas,positive,1
206, This filthy useless bhatia calls rahul gandhi brainless Where as is the firs…,negative,-1
207, Hounding is a chronic condition of Indian editors and journalist…,neutral,0
208, People have decided because media has thrust this opinion on them How…,neutral,0
209, Are you even a journalist Someone rightly pointed out that your only job is to do clueless pill analysis Gang of socalled liberals is more dangerous than RW You complement them,negative,-1
210, I didnt get this logic too ,neutral,0
211, What has happened Arent Hindus majority in this country Arent PMs are Hindus How many parliamentarians are Hindus Why you are scared that Hinduism will end Its sustained for  years and it will last long,negative,-1
212, The sheer ridiculousness of Mr emptily lecturing Dr Leela Gandhi brilliant English prof at ,positive,1
213, Rahul Gandhi is a geniusThe only shortcoming is he lacks comprehension and fail to express properlyHe learnt SOONYATA and without properly understanding the word started using itHope his tutors will again tell him how and where to use SOONYATA He is learning strategy now,negative,-1
214, It takes only person to spoilruin the entire group Rahul definitely left some impact on you that even with ur descent edu background what you are saying is nonsense,neutral,0
215, Rahul Khan Gandy after reading this tweet ,neutral,0
216, Can we also talk about Modi He’s the epitome of this He’s won elections with a landslide…,positive,1
217, An election is not just casting a vote it is about narrative about institutions that make sure that the framework in the…,positive,1
218, I am not allowed to have such a conversation with an Indian university Indian government won’t let me and if I do the…,neutral,0
219, Poor guy Trying hard to make his mark But nobody takes him seriously नेता तो दूर की बात है His fame in national amp international media is all due to his blind attacks on ji Today amp doesnt sell Its Modi Yogi amp Shah,negative,-1
220, Aount not credited yet,negative,-1
221, CHAPTER XXVI INCOME AND SOURCES IPC Q Any False Claim Done Through RightsToReceive Would Be Prohibited On All The Grounds That Comes,neutral,0
222,Who are you to direct Gandhis to go out of Gandhis are supported by entire true congress supporters across India It is the right of ordinary INC people to decide who to lead them Not You What sort of journalism is this abusing who hasn’t harmed you ,positive,1
223, Glimpses of some memorable moments with the people of Deoraja Panchayat and Hafluting Panchayat ,neutral,0
224, Chahe kahin se bhi padh lo Buddhi nahi aayegi Because you put your religion before your country,neutral,0
225, Mr Am the person in Congress who has been pushing elections in party from day  I have been mauled in the…,positive,1
226, yesterday talk with was a warning for the that Social Fabric is ruptu…,negative,-1
227,this is how your team should speak in all platforms ,neutral,0
228, Mr Neither BJP nor BSP or any other political parties have elections but I understand we Congress have…,positive,1
229, Paid Media Interviews will not help you too relaunch in India for sure It is result of your poor IQ and GK that such low st…,negative,-1
230, Mr It’s interesting that when I push internal democracy everyone says don’t push it Have you ever heard…,positive,1
231, CAGed ,neutral,0
232, Dont try we know yours dirt mindset,negative,-1
233, Absolutely right,neutral,0
234, BJP has removed corruption Only BJP leaders are allowed to indulge in corruption BJP chief Amit Shah’s wife’s income grew fold in  years ,neutral,0
235, This shows how badly GOI has failed to implement the Manual Scavenging Act of  Proactive measure must be taken to en…,negative,-1
236, Both pics convey different msgfirst is anti social but in second pic they are not allowing the ppl not in masjid for namaaz but not saying for non muslims,negative,-1
237, India is no longer a democratic country ,negative,-1
238,  this is what was referring to when he said sold out media…,neutral,0
239, You are indirectly targeting the Maharashtra students nothing else Shame ,positive,1
240, for mppsc studeny office,neutral,0
241, you nailed it “At the individual level Swaraj is vitally connected with the capacity for di…,positive,1
242,Joke is on delusional guys like and who think sitting in US they can change the Pappu image of interactions actually help reinforce that image of his If they really mean well for him they should advise him to drop out of politics,positive,1
243,Guess whos wearing a Ripped Jeans wife of the Ex CM Maharashtra Fadnavis what you have to say on this by the way her husband is LOP from BJP ,neutral,0
244, He came as PM with bad luck Bad luck is his tail,negative,-1
245,Circle  ,neutral,0
246, have the road map to make India a terrorist state like Afghanistan Syria Pakistan Nigeria or worse a povertY stricken state like Somalia,negative,-1
247, So nice to see a CM of a state doing door to door campaign for another state amp stitching alliances to win if you have  leaders like this across regions the party will revive easily with collective amp inspiring efforts like this,positive,1
248, any comments ,neutral,0
249, should be ashamed of her eagerness to run down by misquoting Dr Le…,negative,-1
250, As warned earlier continues to be a big threat Please keep the guards up wear masks and follow all precaution…,negative,-1
251, How dare you call as Joker ,positive,1
252, We agree that a reform of the agricultural system is required We also feel that any reform of the agricultural system has to…,positive,1
253, Most serious kid from section D ,negative,-1
254, I am new Please follow me,positive,1
255, Maybe They want youth to remain unemployed to raise the slogans for them in there rallies for  rs per day,positive,1
256,If your action inspire other to dream more learn more do more n become more you are a leader ,positive,1
257, An election is not just casting a vote it is about narrative about institutions that make sure that the framework in the co…,positive,1
258, BJP MPs tell me they cant have an open discussion in Parliament They are told what to say it’s a straightforward top down…,positive,1
259, I am not allowed to have such a conversation with an Indian university Indian government won’t let me and if I do the Vice…,neutral,0
260, Good to see you both fightimmense pleasureGood for Indialiberands lad ladke स्वाहा,positive,1
261, When spoke of institutions putting up stronger resistance amp propping up Demo…,positive,1
262, Dear Mr find out  in each amp every state in order to fight RSS We admire her fight against this…,positive,1
263, Then Sagarika be like  ,positive,1
264, Dalits who are oppressed for centuries needs reservation and special provisions to help them regain their strength Thats fair But how come the same is not extended to Hindu religion and philosophy Infact after independence the exact opposite has happened,positive,1
265, never ever demonstrated such courage amp energy to criticize the Modi Govtamp BJP for its Economic blunders…,positive,1
266, This is what Pappu mentioned about ,neutral,0
267, When speaks I think what I studied till now all rubbish OMG is a a university someone give him the permission to open his own deemed university I am not talking of foolish University plz dont say that ,positive,1
268,India needs non violent warriors to fight for truth compassion amp harmony Rahul Gandhi via ,positive,1
269, Pathetic way of bureaucracy First time I am seeing a PM being told to move to other chair Imagine the kind of hold s…,negative,-1
270, In a much better way than all his competitors Of course you can disagree on secularism front but no doubt about remaining two,positive,1
271, He is nt cut out fr politics,negative,-1
272, Raise the Voice on GST Late Fee amp PenaltiesPls Raise the Voice ,neutral,0
273, As envisioned by Sri is walking the talk by giving tickets to youth leaders One such example is ,positive,1
274,Shame on ,negative,-1
275, Demand for Rajasthan police ,negative,-1
276, When top educational institutions of India are facing this crisis The question here arises what is the condition of the…,negative,-1
277, GST is the Pure Harrassment Of A Small Businessman And Tax Professionals in Terms of Every New Rule Late Fees Officers…,neutral,0
278, warriors of Congress have been churning Editorials on behalf of Today they have decided to bring Shoonyata t…,neutral,0
279, Such a shameful statement He always proves that he is pappu Defaming your own country gl…,negative,-1
280, Ideological War  Great ,positive,1
281, Rahul must boycott all movies in his house,negative,-1
282, Heartiest Congratulations to all Indian Youth Congress candidates We are sure you will Rise Win amp Shine All the very best Team MPYC ,positive,1
283, Welcome you are Always ,positive,1
284, Which battle he is fighting We dont see anything to be fought,negative,-1
285, Educated youth is facing severe joblessness It seems GOI is penalising them esp OBCSCST candidates for having r…,negative,-1
286, Thanks ,positive,1
287, is even scared of comment retweet and like detailso they crop that part too ,negative,-1
288, Yes Undoubtedly,positive,1
289, That man RG could have had a union ministry or Prime Ministership on a platter but he didn…,neutral,0
290, True ,positive,1
291, Lack of resources is not a barrier to creativity A young boy of Hafluting Amguri creates wonderful things by using bamb…,positive,1
292, grandmother won  in  after which she imposed Emergency his father won  in  shook the Earth…,positive,1
293, In my opinion he should stop should stop apologising for emergency which he is not responsible for ,negative,-1
294, God bless you,positive,1
295, Arunachal Pradesh Sir we NACP EMPLOYEES working in very low pay are r…,negative,-1
296, Saddam Hussein Gaddafi Used To Win Elections Too Says ,positive,1
297, Mark my words again and again Mark my words the the farm bill will not be taken back amp farmers are happy wi…,positive,1
298, My mind is in shonnyta rt now ,neutral,0
299, Thank you bhai,positive,1
300, Does he even think before speaking ,neutral,0
301, She is only tweeting it now however people have been saying this since  ,neutral,0
302, leave your habit to compare India n blame IndiaIf u want compare India with USAUSSR etc bt dont dare to blame India,negative,-1
303, He was actually referring to Brahmagupta the Indian mathematician in AD  who first time defined zero Poor Sanghis didnt understand No match for the brilliance of Rahul,positive,1
304, Plz save us ,positive,1
305,Ideological War  Great ,positive,1
306, He will speak like and behave like ,positive,1
307, Anti modi movement should be started countrywide,negative,-1
308, NDTV explaining need of New Farm Laws  ,neutral,0
309, Raised demand for the release of AMU Kishanganj funds in my speech on the demands for grants under Education Ministry yest…,positive,1
310, Mr ji Be it the Parliament Judiciary or the media There is a constant onslaught on the institutio…,neutral,0
311, Attack on yourself should be the subject,negative,-1
312, And will pay a price with his life,negative,-1
313, If I had ears I would suggest her to find a bride for amp retire him in Turin His frustrations…,neutral,0
314, Irony is Dr Leela Gandhi has no problem with lecture after all must be in guest capacity But has a problem BTW Rahul is irrelevant then why does every small action or tweet of his garners so much attention,negative,-1
315, Hopefully Mr ji will campaign in Assam on March  amp  snd Mrs ji will be in Assam for campaign…,positive,1
316, I don’t call him Pappu at all He is extremely dangerous A dangerous fool,negative,-1
317, Again caste based comments made thereby trying to divide the society Typical Congressi style of functioning You need to find a proper leader who can guide the nation and behave as a mature opposition rather than passing one liners and loose comments ,positive,1
318, He has conversions wd professors of universities of foreign countries he has no trust in Indian professors any how the ultimate outcome is who is more dafar means Pappu between two,positive,1
319,but the reality is that the woman is trapped in the grip of poverty in a shanty hut exposed to the same person who interviewed and interviewed her and how many days of empty advertisements and fake photoshops ,negative,-1
320, Delhi govt is creation of NCT Act passed by democratically elected Parliament which is fully competent to amend this Act any time Present amendment in this Act is a step in right direction as Delhi is capital of India,positive,1
321, I m telling uu r quite immatureLeave it n b practicalWhen to ask n when notIf it doesnt suitU can shift to Italy or ChinaIts just like buffey which place u want,positive,1
322, I agree with u people r being fooled thinking he is He is a v vicious dangerous man He ca…,negative,-1
323, Shri will be in conversation with Prof Varshney amp other faculty of Brown University tonight at pm Watch him…,neutral,0
324, It will happen one day ,neutral,0
325,  self sabotage ,negative,-1
326, But  of people who voted votes for with at helm So that  he is one of the legitimate person to fight the RSSBJP agenda without fear and truthfully,negative,-1
327, Law and order on wheelchair Extreme level of muslim vote bank appeasement No democracy in rajasthan,negative,-1
328, The essence of Parliament is discussion that MPs are allowed to speak freely and raise issues But my mic is turned off in…,positive,1
329, internationally hits the shining image of mention…,neutral,0
330, On the state of democracy in India We are in a much worse situation than we imagine to be or the various institutions ra…,negative,-1
331, Live interaction with Prof Ashutosh Varshney faculty amp students of Brown University ,neutral,0
332, what is this sir ,neutral,0
333, Those who wear half Nickers and dare to Comment on Women wearing Ripped jeans Ripped jeans is not a threat to women safety but Ripped mentality is So kindly change that,positive,1
334, India is facing a catastrophic job problem If we cannot solve the job problem we cannot have a global position we cannot…,negative,-1
335, Why Modi govt is not listening to They are protesting They left their home to…,negative,-1
336, opposition is suppressed Take out candle ,neutral,0
337, Arey arey ,neutral,0
338, Best wishes our Dear Youth Congress warriors and Saviours of Assam ,positive,1
339, Thank you ji for giving tickets to young amp vibrant faces of Assam Youth Congress Candidates to contest in upcom…,positive,1
340, Senior Advocate Ram Jethmalani I will not employ Rahul even as a Clerk in my office  ,neutral,0
341, PM material Rahul Gandhi is an idea not a material,neutral,0
342, A failed politician’s prediction  he himself is the same class since  years no progress,negative,-1
343, But after bjp no money no job no home no food nothing only fake advertisement Jo psu yrs se loss nehi horaha tha bjp aane se yrs mai loss hogeyaa it means chai wala thelaa wala saman bech sakte hai Desh chala nehi sakte Ab ke baar no Chacha sarkar,negative,-1
344, Sir We NACP EMPLOYE…,neutral,0
345, Even with so much hate filled abuse of a brilliant interaction by who hasn’t done any harm to this so cal…,negative,-1
346, Let aloo introspect and attack itself ,negative,-1
347, APCRDA Building gt  Floors gt  Sq Feet gt Rs Crores gt Completed ,positive,1
348,Is it true that is looking for career change and knocking the doors of amp Looking at her poor tweets about she ain’t stand chance to save her current job Pseudo journalists are getting unmasked means RG is on right track,positive,1
349, Mr vijay singh is the Only one candidate who can fight n win byelection baswakalyanits a public demand ,positive,1
350, As expected you did not mention the most important precaution against because the vaines are manufactured under program of Modiji As owner of yr duty is to encourage yr party workers to have or ,positive,1
351, These guys hv inflated egosself righteous attitude best ignored only can do that The idiotic lot of…,negative,-1
352, What about the aloo then ,neutral,0
353, Yogendra writes like a paid Chinese journalist May be the rogue nation has purchased many…,positive,1
354, LOOK HOW THIS BJP GOON IS CHALLENGING OPPOSITION ,positive,1
355, Sir why dont u work hard a little bit we have lost faith in modii jilet make india better again,positive,1
356, LIVE Shri ji in conversation with Prof Ashutosh Varshney of Brown University ,neutral,0
357, Thank god i never followed her,positive,1
358, U have lost your credibility n dignityWhen it comes abt surgical strikeu raise questionwhen it comes to motivate people of India to fight against Covid u raise questionWhat does it mean,negative,-1
359, So Sagarika Ghose thinks is a nice person she he needs to be leading an NGO but not india Cos s…,positive,1
360, Rahul Gandhi has become a joker not a serious politician Which politician insults voters,negative,-1
361, Many many thanks jii We hope Congress amp other opposition to take over This Serious issue Need to Again Bharat Band  day Nation Strike for raising Biggest Farmers issue Jay Kisan,positive,1
362, When you say BJP bhakts I hope you understand you are literally talking about  to  of the Indian population Are you and Congress against BJP or the general population called bhakts ,positive,1
363, Jyaada socho mat introspect attack urself and bring anda to the debate ,negative,-1
364, Trying to save Rajdeep from wrath of party in power,positive,1
365, Maybe this is the Shoonya democracy Rahul advocates ,neutral,0
366, When Bhim army met Asif on th March When Alka Lamba met Asif on th March Asif by the time priyankagandhi or R…,neutral,0
367, That man RG could have had a union ministry or Prime Ministership on a platter but he didnt take it remember before passing phobic remarks about him He is a decent person unlike someone you are suspected to be working for,negative,-1
368, Congress has no funds Now I am very sure,positive,1
369,Glimpses of some memorable moments with the people of Deoraja Panchayat and Hafluting Panchayat ,neutral,0
370, Believe on Yourself ,neutral,0
371, Actually maam if at all there is one common point where supporters and baba sycophants meet eye to eye it is that Rahul doesnt know to think making it easier for his opponents amp sycophants to benefit alike You want him to lead a Thinktank Face ,positive,1
372, Demons have conveniently escaped the wrath Sadly though,negative,-1
373, This chart depicts the real problem of our education system where the deserving candidate is not getting a oppurtunity just bcoz heshe is not from scstobc Only congress is responsible for this situation,negative,-1
374, The need of the hour is not intellectual debates but to hit the ground and take up the problems of the common man migrants farmers women people working in the unorganized sector etc The sooner you realise the better,negative,-1
375, A real mad person Intolerable shameless idiot,negative,-1
376,I salute to you Sir you are the only senior leader trying to keep pace with and These ceaseless efforts will not go unnoticed by common congressi across the nation thank you sir ,positive,1
377, If you destroy the architecture of negotiation you dont have a country If you attack that the blowback will be unst…,negative,-1
378, And these very people say they belong to religion of peace,positive,1
379, If debate issues they have problem If remin…,negative,-1
380, Dear sir give me one chance to sitting a by election Belgaum Lokasabha,positive,1
381,Pm choice st Ji nd Ji,neutral,0
382, This ,neutral,0
383,Even with so much hate filled abuse of a brilliant interaction by who hasn’t done any harm to this so called “journalist” lady she has to acknowledge that Rahul is a nice person Why abuse a decent well educated humble compassionate amp smart leader ,negative,-1
384, Mr Gandhiu have to keep in mind that what loss or gain you may gain bt country is firstU cant compare India with Syria n Libya bcoz u were the party who made a nuclear deal with USAWhats your credibility U ruled above  yearswhat u did,positive,1
385, I feel sorry for youyou are so angry and bitter right nowso disgruntled that you have made it all too personalyes u r being attackedbut then r u not attacking Inc and rahuland this is how supporters will protect what they believe in,negative,-1
386, Im sad that I didnt like him and laughed on his jokes till  Sorry RG Sir I saw how you did Cremation of ur Father and how you were crying during your Grandmothers demise,negative,-1
387, Jai Congress,neutral,0
388, What happened to Why she is so angry Looks like she will break pappu jaws Hope pappu doesn…,positive,1
389, Whatever happened is done deal Enjoy the current time and create global space for everyone One hindu king use to invade another hindu king at that time its done deal,positive,1
390, Matlab I have to introspect myself and then attack myself ,negative,-1
391, Out on bail Where is Gods wrath The unborn childs cry for justice silenced,positive,1
392, We think it is going to be extremely destructive I feel BJP will not have the power to push the farm bills through and i…,negative,-1
393, Do Not Despair Watch Keep your Mind open Rise Beyond your Parochial Mindsets think ,positive,1
394, My article on reaching out to UK amp US politicians editors opinionmakers during  March  ,positive,1
395, Right Sir,neutral,0
396, My article written by me in Fri  June  on ,neutral,0
397, Rahul sir please help Maharastra studentsplease look after it,positive,1
398,We dont need We have her  BJP West Bengal ,neutral,0
399, Sir ji any comments on the removal of Mumbai police commissioner ,neutral,0
400, you must be so proud ,positive,1
401, I have a blog toodo checkout ,neutral,0
402, In  wanted to become his amp sueed him as But JP refused amp made president of not ,positive,1
403,SSC has tested our patience to the core We request you to kindly help us in getting SSC CGL Tier  result dates Its getting really depressing now,positive,1
404, Democracy is thriving as long as congress rules democracy thrives else monarchy dictatorshipNazism fascismetc,neutral,0
405, Your tweet proves the point made about the media bias yesterday Lets see the media broadcast his full…,negative,-1
406, The love we received at the Borbam tea estate from the people proved their solidarity with the Congress party Jai Assam…,positive,1
407, Manmohan ji failed as a prime minister this is fact and will always be he was a economist a great personality but he was just the face rest he was following the orders given by madam,positive,1
408, Err Ms Ghose This is for you The Art of Knowing is Knowing when to keep silent,neutral,0
409, Superb Josh Seems forming govt in Assam,positive,1
410,I am not allowed to have such a conversation with an Indian university Indian government won’t let me and if I do the Vice Chancellor of the university will face problems Shri ,negative,-1
411, Why do indian goes to study in foreign universities,neutral,0
412, VERY VERY HARD WORK NEEDED,negative,-1
413, Thank you so much sir for supporting our kids its a life threatening diseases to save our kids pls suppo…,positive,1
414, Thanks My Team will Contact u,positive,1
415, You cannot separate electoral democracy from institutional frameworks An election is not just casting a vote it is about na…,neutral,0
416, Do you really know exactly what is written in these  Farm Bills If yes then pls ask your IT Cell to put a comparative chart and say which clauses are Anti Farmer,positive,1
417, The frustrated soul Having ruled India for six decades He now discredits all institutions of democracy Be it legislature judiciary or even elections Unable to digest this Pappu has been blabbering utter nonsense by comparing India with dictatorship of Iraq Libya,negative,-1
418, Very simple sir For India to be united Indians should attack themsleves,negative,-1
419, This interaction makes me feel that is actually one of the most well articulated politicians in present day…,positive,1
420,  years in power to run the country and still blaming the past start by doing something productive for the country,negative,-1
421, If theres no shoonyata Eh what,negative,-1
422, Remembering his PC after a pathetic performance of congress in Delhi  electionstanding beside his mother he said we’ll learn from AAP Now after  defeat he knows well that he wd never get power thru electoral processhe is playing fully in hands of Indiabreaking gangs,negative,-1
423, Yewn,neutral,0
424,  You faceless trolldid the truth of my words get your goat ,positive,1
425, Any nice words for the duo They are bent upon bringing the image of India down,positive,1
426, Generations after generations voted for Nehru family lead congress and s earned fame became leaders and ministers under Nehru family umbrella and they are not power hungry but earned power through their contributions and hardwork,positive,1
427, May Gods blessings be always with you Keep writing such impressive threads n continue to inspire us Wishing you a very bright future With regards,positive,1
428, When is giving silent suppo…,positive,1
429, Problem is not validity or otherwise of claim Problem is Rahuls deeply flawed but intrinsic belief that th…,negative,-1
430, Live Shri Ji interaction with Prof Ashutosh Varshney faculty amp students of Brown University ,neutral,0
431, Nobel in dynasty destruction too,negative,-1
432, The next PM will be Modi or someone as strong or stronger than Modi Dont pull India down to the level of paxtan,positive,1
433, And you call your all these rubbish craps as debate or discussion ,neutral,0
434, No Hindus are happy to just flourish in India They have NEVER invaded another civilization Hindu philosophy is by nature moderate Neither BJP nor Modi can make it extremist Hindutva the political assertion of Hinduism is the result of the antiHindu bias of liberals,positive,1
435,   Kuchh nhi ho skta,neutral,0
436, If you listen to entire latest interview and indeed his earlier utterances he places a great premium on neg…,positive,1
437, TataBirlaAdaniAmbani houses have flourished under the regime Modi has inspired the industrial…,positive,1
438, Former ruler from a nondemocratic party undemocratic political khandaan ruled mo…,positive,1
439, Congratulations and praying to almighty God to bless with a victory by huge margin,positive,1
440, A clear stamp of pushing for more seats to Youth is seen in the Congress candidate list of Kerala Nearly …,positive,1
441, We need to win States before targetting Centre has understood this amp it is better that we the SM warrior…,positive,1
442, I sometimes think he would have been suessful if he had chosen career with his interest but Antonio ki wajah se bechara politics me aa gya,positive,1
443, There’s always a subtle competition going on between status and wealth For example when politicians attack rich people or the tech industry they’re really bidding for status They’re saying “No the people are more important,positive,1
444, What’s happening in Maharashtra is bigger than Gaddafi don’t cry on democracy unless you take some action to r…,negative,-1
445, Both are in the same boat ,neutral,0
446, Congratulations sir ji ,positive,1
447, subject object nothing in it,neutral,0
448, oh my gosh no bigger truth has been spoken than this ,negative,-1
449, Business ClosedNeed to Close GSTCant Pay Lakhs of Late FeePls Raise the issue ,negative,-1
450,Dear this how a leader of opposition is supposed to be Not like you Please take lessons from Deva bhau ,negative,-1
451, Yes ASAP,positive,1
452, Kindly correct it ,positive,1
453, Digital Rajasthan wo Computer Teacher…,neutral,0
454, Come on man He have aepted that emergency was a wrong decisionU people dont slay Amit Shah a…,negative,-1
455, Why are India’s farmers protesting The government tried to change the decadesold agriculture laws and t…,negative,-1
456, My Leader My Pride ,positive,1
457, I can just do one thing after watching this video ,neutral,0
458, again Defames Sishu Mandir and RSS as usual what is his problem ,negative,-1
459, Computer teacher vacancy,neutral,0
460, Jay Hind ,neutral,0
461, Gookhale amp Saggyrex taking poopshots at each other while Pappu keeps attaining shoonyata aft…,neutral,0
462, Your tweet has been saved Will reply in the languageamp the respect you have given to…,positive,1
463,Its just a peaceful protest against the book right ,positive,1
464, They got more than  years of rules but couldnt bring Chamatkar to poor people except for themselves and their families now they are expecting for chamatkar from others if they return their looted money of taxpayers which will definitely do chamatkar,negative,-1
465, He is all for break india forces,neutral,0
466, I hope Priyanka Ji n Rahul Ji will do parade to this place too as justice is g…,positive,1
467, Hum do hamare do se fursat milega tab to,neutral,0
468, Mr There is a group of  people in Congress party who have different view Do you think they can exist i…,positive,1
469, Where is nautanki brother sister duo amp ,neutral,0
470, Who you r to decide,neutral,0
471, Why do u expect so much from ,neutral,0
472, All the best work hard,positive,1
473, It is obvious to me that those institutions are what allow the negotiations between our identities language cultures and s…,positive,1
474,To undermine the of India claimed and won elections too Aording to me this is a clear insult to the peoples mandate,positive,1
475, Whenever trying to look more idiot than him our baba proved them wrong ,negative,-1
476,  billion people thousands of problems hundreds of them are very serio…,negative,-1
477, When I hear him always found शून्यता,neutral,0
478, It is an insult to the crores of voters of India And Mr you must realise that Congress decline doesn…,negative,-1
479, It is Congress which has devided our country on caste since ,neutral,0
480, How much insult you allow him Send to jail Who stops you ,negative,-1
481, This is dint blemexsitinggov,neutral,0
482, Jai ho congress,neutral,0
483, This man should be given to the hungry Tiger,neutral,0
484, Really sorry to say that for someone like you who spent her lifetime in journalism…,positive,1
485, Sometimes I feel bad for him Family business ruins a bright hippy individual,negative,-1
486, When you confuse the confusion the fuse of the confusion fuses with the conmen Another one Son loo please read in Hindi Now add A to the equation SonA Aloo This is how his logic works,negative,-1
487, Hi ,neutral,0
488, What is d retirement age for Congressians  or till death do us part The youngsters will never get a chance to ever reach the top position even if they give their  The older ones will never let go of their seats So y wud any commit to work for INC,negative,-1
489,Actually maam if at all there is one common point where supporters and baba sycophants meet eye to eye it is that Rahul doesnt know to think making it easier for his opponents amp sycophants to benefit alike You want him to lead a Thinktank  ,positive,1
490,Usually calls himself savior of democracy if that is true then why is he and his party quiet on the attack on Delhi democracy by Modi Just because INC has been kicked out of Delhi waah ,positive,1
491, I have seen this debateit seems Congress spokesperson has no content to defned Rahul GandhiShe just want to fight not allowing anyone to speaktaking it to low levelS,negative,-1
492, He isn’t n neither will he ever do But the harm he has brought to his own party by behaving so dangerously stupid is unparalleled,negative,-1
493, Some people are saying Bihar is progressing at a ver…,neutral,0
494, Hands down the intellectuallychallenged bogeyman,neutral,0
495, Shri will be in Assam on  amp  march campaigning for the Congress candidates mostly in upper Assam And ,neutral,0
496, Okay Whats next You want whole world turn it into hindu Hinduism is way of living many outside countries love it Please dont turn into another radical religion,positive,1
497, Day  My colleague Ji joined our demand to release AMU Kishanganj funds from the honourable Prim…,positive,1
498, When is giving silent support to why trying to defeat and helping to win election Just asking ,positive,1
499, Pappu is Pappu In a class of own That’s why they call “it” pappuisms ,neutral,0
500, I MUST SHARE THIS ,positive,1
501, He already said Emergency was wrong Your parents may have done some mistakes in there live…,negative,-1
502,The pettiness of couldnt see but let me tell you mam said that he is a Big fan of Dr Leela Gandhi as a compliment at the end of his answer to her Missed Watch again ,positive,1
503, Your tweet has been saved Will reply in the languageamp the respect you have given to our leader Your hatred amp biased was known to me today you have proved it again Shame on you,negative,-1
504, Day  I was humbled to be joined by quite a few of my colleagues across party line to demand the release of AMU Kishanga…,positive,1
505, ji You never participated in any protest you havent tasted the flavour of अत्याचार Poor congressi hitted by police got injured and detained just to see you on PM chair Stop propoganda ,negative,-1
506, Hes a national liability in his desperation to win one election hes resorted to u…,neutral,0
507, If after all the fake propaganda and bigotry peddled against the only thing he can be aused of is not winni…,negative,-1
508,Rahul Gandhis attack on Central BJP MPs in Parliament tell me that ,negative,-1
509, I understand what he is saying He is saying that all political parties are doing rallies and connecting to people but congress is not doing anything as they are going to win sunyata state Hence this Buffon is blabbering,positive,1
510, These days I do not get angry with RGs talk at all He is childlike and spiritual at the same time,positive,1
511, Thankyou so much As long as your blessings are there with me I shall continue to strive for Indias liberty,positive,1
512, Pl take necessary steps to save Congress,positive,1
513, By that time your ilk will be finished,neutral,0
514, If any Congress supporter explains what he said ill vote for Congress all my life ,negative,-1
515, You actually listened to the full video ,neutral,0
516, Shri has made a solemn promise to increase the daily wages of tea workers in Assam from ₹ to ₹ per d…,positive,1
517, rd phase list of Assam has been compromisedI can give only one example Ramen ch borthakurhe has never been to the constituencymajority of people dont even know himits Dr Himanta biswa Sharmas constituencyand its been compromised,neutral,0
518, Pls shut down all schools and colleges These are the major site for increasing corona virus None of school and college are following the covid guidelines Pls do something,positive,1
519,What’s happening in Maharashtra is bigger than Gaddafi don’t cry on democracy unless you take some action to restore it,negative,-1
520, They are but the congressis…,neutral,0
521, Why fighting among ourselves Lets discuss it in the evening at Akbar road ,negative,-1
522,Who do you think was more embarrassed talking to or ,negative,-1
523, Inc why how could you put it with your name,neutral,0
524, He is honest,positive,1
525, please give us an honest answer didnt the sales of India Today journal came…,positive,1
526, As soon as  backward classes in Maharashtra got justice in teacher recruitment last year the Congres…,positive,1
527, Their was Independent Judiciary Independent Press Independent Institutions Opposition was not l…,neutral,0
528, if u can do anything to stop it it will create great benefit for ur party,positive,1
529, saying this ,neutral,0
530, Theyre all bad enough but shes among the worst ones she must people living in glass houses mustnt throw stones at others despite being they r obsessed wid him because only he can make a difference,negative,-1
531, and are gonna rock this combo so HARD ,negative,-1
532, We stand by the farmers of India Repeal the three farm laws that are anti farmer and pro crony corporate…,negative,-1
533, Congis internal fight,negative,-1
